Name,Gender,Grade,Math,Science,English,Total,score,grade,passed,score_category,rank
Aditi,Female,7,73.0,21.0,23.0,117,39.0,F,False,Low,697
Aarav,Female,1,18.0,40.0,58.0,116,38.66666666666666,F,False,Low,702
Isha,Female,5,60.0,22.0,34.0,116,38.66666666666666,F,False,Low,702
Reyansh,Male,1,8.0,78.0,30.0,116,38.66666666666666,F,False,Low,702
Diya,Male,6,47.0,54.0,15.0,116,38.66666666666666,F,False,Low,702
Myra,1,6,4.0,81.0,31.0,116,38.66666666666666,F,False,Low,702
Anika,Female,4,15.0,60.0,41.0,116,38.66666666666666,F,False,Low,702
Krishna,Female,4,91.0,11.0,14.0,116,38.66666666666666,F,False,Low,702
Reyansh,Male,7,38.0,8.0,69.0,115,38.333333333333336,F,False,Low,708
Aryan,Male,11,6.0,37.0,72.0,115,38.333333333333336,F,False,Low,708
Advika,Female,11,73.0,39.0,3.0,115,38.333333333333336,F,False,Low,708
Diya,Male,9,51.0,57.0,7.0,115,38.333333333333336,F,False,Low,708
Aryan,Female,1,44.0,40.0,31.0,115,38.333333333333336,F,False,Low,708
Aryan,Female,5,78.0,2.0,35.0,115,38.333333333333336,F,False,Low,708
Shaurya,Female,7,65.0,29.0,20.0,114,38.0,F,False,Low,713
Navya,Female,11,36.0,38.0,40.0,114,38.0,F,False,Low,713
Aditi,Female,8,8.0,22.0,84.0,114,38.0,F,False,Low,713
Advika,1,7,60.0,54.0,0.0,114,38.0,F,False,Low,713
Aryan,Male,6,94.0,2.0,17.0,113,37.66666666666666,F,False,Low,717
Rohan,Male,11,85.0,11.0,17.0,113,37.66666666666666,F,False,Low,717
Ananya,Female,9,36.0,47.0,30.0,113,37.66666666666666,F,False,Low,717
Navya,Male,9,59.0,51.0,2.0,112,37.333333333333336,F,False,Low,721
Reyansh,Female,8,8.0,38.0,66.0,112,37.333333333333336,F,False,Low,721
Vihaan,Female,4,47.0,41.0,24.0,112,37.333333333333336,F,False,Low,721
Aarav,Male,11,56.0,26.0,30.0,112,37.333333333333336,F,False,Low,721
Ishaan,Male,4,10.0,23.0,79.0,112,37.333333333333336,F,False,Low,721
Isha,Female,8,51.0,30.0,30.0,111,37.0,F,False,Low,725
Krishna,Male,7,45.0,64.0,2.0,111,37.0,F,False,Low,725
Aarav,Female,8,27.0,25.0,59.0,111,37.0,F,False,Low,725
Rohan,Male,3,27.0,67.0,16.0,110,36.66666666666666,F,False,Low,727
Rohan,Male,3,18.0,33.0,59.0,110,36.66666666666666,F,False,Low,727
Ananya,Male,2,72.0,8.0,29.0,109,36.333333333333336,F,False,Low,731
Vihaan,Male,6,5.0,18.0,86.0,109,36.333333333333336,F,False,Low,731
Aarav,Male,2,51.0,24.0,34.0,109,36.333333333333336,F,False,Low,731
Krishna,Male,1,63.0,32.0,14.0,109,36.333333333333336,F,False,Low,731
Vihaan,Female,10,33.0,13.0,63.0,109,36.333333333333336,F,False,Low,731
Kabir,Female,1,16.0,84.0,9.0,109,36.333333333333336,F,False,Low,731
Myra,Male,5,48.0,60.0,0.0,108,36.0,F,False,Low,738
Advika,Female,12,76.0,19.0,13.0,108,36.0,F,False,Low,738
Kabir,Male,4,76.0,12.0,20.0,108,36.0,F,False,Low,738
Isha,Female,4,39.0,37.0,32.0,108,36.0,F,False,Low,738
Diya,Male,10,23.0,38.0,47.0,108,36.0,F,False,Low,738
Kabir,Male,2,19.0,46.0,43.0,108,36.0,F,False,Low,738
Reyansh,Male,5,18.0,70.0,20.0,108,36.0,F,False,Low,738
Ananya,Female,4,51.0,35.0,21.0,107,35.666666666666664,F,False,Low,744
Diya,Male,10,40.0,30.0,37.0,107,35.666666666666664,F,False,Low,744
Aditi,Female,3,45.0,32.0,30.0,107,35.666666666666664,F,False,Low,744
Ishaan,Female,2,66.0,7.0,34.0,107,35.666666666666664,F,False,Low,744
Reyansh,Female,3,32.0,10.0,65.0,107,35.666666666666664,F,False,Low,744
Shaurya,Female,2,81.0,23.0,3.0,107,35.666666666666664,F,False,Low,744
Aarav,Male,11,30.0,37.0,39.0,106,35.333333333333336,F,False,Low,749
Rohan,Male,9,68.0,16.0,22.0,106,35.333333333333336,F,False,Low,749
Isha,Female,1,30.0,34.0,42.0,106,35.333333333333336,F,False,Low,749
Ananya,1,10,10.0,94.0,2.0,106,35.333333333333336,F,False,Low,749
Kabir,Male,3,41.0,58.0,6.0,105,35.0,F,False,Low,753
Anika,Male,2,77.0,24.0,4.0,105,35.0,F,False,Low,753
Reyansh,Female,3,94.0,7.0,4.0,105,35.0,F,False,Low,753
Advika,Male,5,17.0,75.0,13.0,105,35.0,F,False,Low,753
Reyansh,Male,6,4.0,55.0,45.0,104,34.666666666666664,F,False,Low,758
Rohan,Female,3,42.0,59.0,3.0,104,34.666666666666664,F,False,Low,758
Diya,Male,5,46.0,43.0,15.0,104,34.666666666666664,F,False,Low,758
Advika,Female,8,10.0,32.0,62.0,104,34.666666666666664,F,False,Low,758
Anika,Male,6,32.0,9.0,63.0,104,34.666666666666664,F,False,Low,758
Vihaan,Female,7,56.0,2.0,46.0,104,34.666666666666664,F,False,Low,758
Advika,Female,3,57.0,9.0,37.0,103,34.333333333333336,F,False,Low,765
Isha,Male,10,81.0,10.0,12.0,103,34.333333333333336,F,False,Low,765
Aryan,Male,6,43.0,50.0,10.0,103,34.333333333333336,F,False,Low,765
Aditi,Male,3,14.0,15.0,74.0,103,34.333333333333336,F,False,Low,765
Ishaan,Female,6,32.0,28.0,43.0,103,34.333333333333336,F,False,Low,765
Myra,Female,8,20.0,37.0,46.0,103,34.333333333333336,F,False,Low,765
Vihaan,Male,11,35.0,27.0,41.0,103,34.333333333333336,F,False,Low,765
Vihaan,Female,7,53.0,29.0,21.0,103,34.333333333333336,F,False,Low,765
Aarav,1,9,35.0,8.0,59.0,102,34.0,F,False,Low,770
Ananya,Female,10,14.0,70.0,18.0,102,34.0,F,False,Low,770
Vihaan,Male,5,55.0,20.0,26.0,101,33.666666666666664,F,False,Low,773
Aryan,Female,6,0.0,9.0,92.0,101,33.666666666666664,F,False,Low,773
Navya,1,8,31.0,48.0,22.0,101,33.666666666666664,F,False,Low,773
Rohan,Female,3,16.0,77.0,8.0,101,33.666666666666664,F,False,Low,773
Ananya,Female,5,3.0,48.0,49.0,100,33.333333333333336,F,False,Low,777
Vihaan,Female,10,56.0,29.0,15.0,100,33.333333333333336,F,False,Low,777
Kabir,Male,12,20.0,14.0,66.0,100,33.333333333333336,F,False,Low,777
Shaurya,Female,8,60.0,33.0,7.0,100,33.333333333333336,F,False,Low,777
Kabir,Male,8,18.0,36.0,45.0,99,33.0,F,False,Low,781
Advika,Female,10,26.0,43.0,30.0,99,33.0,F,False,Low,781
Ananya,Male,6,37.0,12.0,50.0,99,33.0,F,False,Low,781
Reyansh,Male,1,44.0,20.0,35.0,99,33.0,F,False,Low,781
Saanvi,Female,9,22.0,76.0,0.0,98,32.666666666666664,F,False,Low,786
Rohan,Male,2,3.0,50.0,45.0,98,32.666666666666664,F,False,Low,786
Anika,1,10,45.0,5.0,48.0,98,32.666666666666664,F,False,Low,786
Aarav,Male,8,56.0,31.0,11.0,98,32.666666666666664,F,False,Low,786
Rohan,1,5,43.0,4.0,51.0,98,32.666666666666664,F,False,Low,786
Reyansh,Female,3,33.0,28.0,36.0,97,32.333333333333336,F,False,Low,790
Zara,Female,10,74.0,6.0,17.0,97,32.333333333333336,F,False,Low,790
Advika,Female,9,53.0,36.0,8.0,97,32.333333333333336,F,False,Low,790
Vihaan,Male,1,4.0,48.0,45.0,97,32.333333333333336,F,False,Low,790
Rohan,Female,6,17.0,6.0,73.0,96,32.0,F,False,Low,793
Aryan,1,5,42.0,3.0,50.0,95,31.666666666666668,F,False,Low,794
Isha,Male,4,56.0,29.0,10.0,95,31.666666666666668,F,False,Low,794
Shaurya,Male,11,32.0,55.0,7.0,94,31.33333333333333,F,False,Low,797
Rohan,Male,3,39.0,49.0,6.0,94,31.33333333333333,F,False,Low,797
Ishaan,Female,8,34.0,1.0,59.0,94,31.33333333333333,F,False,Low,797
Ishaan,Male,3,59.0,3.0,32.0,94,31.33333333333333,F,False,Low,797
Aarav,Male,11,7.0,41.0,45.0,93,31.0,F,False,Low,801
Aarav,1,10,4.0,55.0,34.0,93,31.0,F,False,Low,801
Diya,Male,4,48.0,31.0,14.0,93,31.0,F,False,Low,801
Advika,Female,12,61.0,3.0,29.0,93,31.0,F,False,Low,801
Aditi,Female,6,42.0,17.0,33.0,92,30.666666666666668,F,False,Low,804
Reyansh,Female,12,8.0,36.0,48.0,92,30.666666666666668,F,False,Low,804
Vihaan,Male,5,27.0,52.0,12.0,91,30.33333333333333,F,False,Low,808
Zara,1,2,47.0,17.0,27.0,91,30.33333333333333,F,False,Low,808
Myra,Male,12,49.0,1.0,41.0,91,30.33333333333333,F,False,Low,808
Rohan,1,12,19.0,46.0,26.0,91,30.33333333333333,F,False,Low,808
Reyansh,1,8,71.0,1.0,19.0,91,30.33333333333333,F,False,Low,808
Krishna,Male,4,27.0,9.0,55.0,91,30.33333333333333,F,False,Low,808
Myra,Female,4,57.0,13.0,20.0,90,30.0,F,False,Low,813
Reyansh,Female,2,14.0,27.0,49.0,90,30.0,F,False,Low,813
Shaurya,Female,8,29.0,42.0,19.0,90,30.0,F,False,Low,813
Saanvi,Male,9,48.0,31.0,10.0,89,29.666666666666668,F,False,Low,816
Navya,Male,6,44.0,11.0,34.0,89,29.666666666666668,F,False,Low,816
Arjun,Male,5,24.0,56.0,9.0,89,29.666666666666668,F,False,Low,816
Aarav,Female,2,26.0,6.0,57.0,89,29.666666666666668,F,False,Low,816
Zara,Female,9,29.0,38.0,21.0,88,29.33333333333333,F,False,Low,819
Advika,Male,1,51.0,14.0,23.0,88,29.33333333333333,F,False,Low,819
Vihaan,Male,1,18.0,3.0,66.0,87,29.0,F,False,Low,823
Rohan,Male,4,7.0,59.0,21.0,87,29.0,F,False,Low,823
Arjun,Female,12,14.0,50.0,23.0,87,29.0,F,False,Low,823
Myra,Male,7,44.0,12.0,31.0,87,29.0,F,False,Low,823
Rohan,Male,9,42.0,33.0,12.0,87,29.0,F,False,Low,823
Vihaan,Female,8,35.0,46.0,6.0,87,29.0,F,False,Low,823
Zara,Female,7,27.0,14.0,45.0,86,28.666666666666668,F,False,Low,828
Vihaan,Male,2,4.0,57.0,25.0,86,28.666666666666668,F,False,Low,828
Kabir,Female,3,18.0,59.0,9.0,86,28.666666666666668,F,False,Low,828
Kabir,Female,7,19.0,58.0,8.0,85,28.33333333333333,F,False,Low,830
Shaurya,Female,9,53.0,6.0,25.0,84,28.0,F,False,Low,832
Anika,Male,1,15.0,10.0,59.0,84,28.0,F,False,Low,832
Ishaan,Male,12,31.0,22.0,31.0,84,28.0,F,False,Low,832
Aditi,Female,6,32.0,25.0,27.0,84,28.0,F,False,Low,832
Arjun,Male,10,17.0,41.0,25.0,83,27.666666666666668,F,False,Low,835
Arjun,Female,4,11.0,11.0,61.0,83,27.666666666666668,F,False,Low,835
Reyansh,Male,4,28.0,39.0,15.0,82,27.33333333333333,F,False,Low,838
Isha,Male,6,0.0,68.0,14.0,82,27.33333333333333,F,False,Low,838
Saanvi,Female,4,10.0,8.0,64.0,82,27.33333333333333,F,False,Low,838
Zara,1,7,27.0,8.0,46.0,81,27.0,F,False,Low,841
Myra,Female,9,12.0,64.0,5.0,81,27.0,F,False,Low,841
Zara,Female,4,21.0,39.0,21.0,81,27.0,F,False,Low,841
Kabir,Female,8,44.0,28.0,9.0,81,27.0,F,False,Low,841
Aarav,Male,9,44.0,18.0,18.0,80,26.666666666666668,F,False,Low,845
Navya,Male,11,3.0,28.0,49.0,80,26.666666666666668,F,False,Low,845
Arjun,Female,11,69.0,7.0,4.0,80,26.666666666666668,F,False,Low,845
Diya,Male,9,17.0,16.0,46.0,79,26.33333333333333,F,False,Low,847
Aarav,Male,7,21.0,10.0,47.0,78,26.0,F,False,Low,848
Advika,Female,11,11.0,65.0,2.0,78,26.0,F,False,Low,848
Aarav,Male,7,8.0,9.0,60.0,77,25.666666666666668,F,False,Low,851
Diya,Male,12,5.0,10.0,62.0,77,25.666666666666668,F,False,Low,851
Reyansh,Female,11,16.0,53.0,8.0,77,25.666666666666668,F,False,Low,851
Saanvi,Female,4,3.0,59.0,14.0,76,25.33333333333333,F,False,Low,854
Rohan,Male,1,10.0,9.0,57.0,76,25.33333333333333,F,False,Low,854
Navya,Female,11,1.0,57.0,18.0,76,25.33333333333333,F,False,Low,854
Vihaan,Female,4,63.0,11.0,1.0,75,25.0,F,False,Low,856
Saanvi,Male,4,6.0,24.0,44.0,74,24.666666666666668,F,False,Low,858
Aditi,Female,5,26.0,9.0,39.0,74,24.666666666666668,F,False,Low,858
Myra,Female,1,20.0,37.0,17.0,74,24.666666666666668,F,False,Low,858
Saanvi,Male,6,21.0,12.0,40.0,73,24.33333333333333,F,False,Low,860
Ishaan,Female,4,69.0,0.0,3.0,72,24.0,F,False,Low,862
Ananya,Female,3,7.0,52.0,13.0,72,24.0,F,False,Low,862
Ishaan,Male,11,31.0,29.0,12.0,72,24.0,F,False,Low,862
Arjun,Male,8,13.0,34.0,24.0,71,23.666666666666668,F,False,Low,866
Vihaan,Male,3,18.0,50.0,3.0,71,23.666666666666668,F,False,Low,866
Krishna,Female,11,10.0,11.0,50.0,71,23.666666666666668,F,False,Low,866
Krishna,Male,11,20.0,36.0,15.0,71,23.666666666666668,F,False,Low,866
Vihaan,Male,7,41.0,19.0,11.0,71,23.666666666666668,F,False,Low,866
Saanvi,Male,2,37.0,10.0,24.0,71,23.666666666666668,F,False,Low,866
Krishna,Male,10,20.0,47.0,3.0,70,23.33333333333333,F,False,Low,872
Arjun,1,7,11.0,16.0,43.0,70,23.33333333333333,F,False,Low,872
Zara,Female,6,29.0,17.0,24.0,70,23.33333333333333,F,False,Low,872
Rohan,Male,3,10.0,25.0,35.0,70,23.33333333333333,F,False,Low,872
Kabir,Female,6,17.0,15.0,38.0,70,23.33333333333333,F,False,Low,872
Aditi,Male,1,26.0,22.0,20.0,68,22.666666666666668,F,False,Low,875
Reyansh,Male,8,56.0,11.0,0.0,67,22.33333333333333,F,False,Low,877
Ishaan,Female,8,42.0,4.0,21.0,67,22.33333333333333,F,False,Low,877
Krishna,1,3,46.0,13.0,8.0,67,22.33333333333333,F,False,Low,877
Aarav,Male,3,18.0,15.0,33.0,66,22.0,F,False,Low,879
Navya,Female,12,36.0,2.0,27.0,65,21.666666666666668,F,False,Low,880
Anika,1,3,11.0,41.0,13.0,65,21.666666666666668,F,False,Low,880
Shaurya,1,12,18.0,29.0,17.0,64,21.33333333333333,F,False,Low,882
Vihaan,Male,2,6.0,48.0,9.0,63,21.0,F,False,Low,884
Zara,Female,5,22.0,28.0,13.0,63,21.0,F,False,Low,884
Kabir,Female,9,34.0,25.0,4.0,63,21.0,F,False,Low,884
Arjun,Female,8,17.0,30.0,15.0,62,20.666666666666668,F,False,Low,886
Advika,1,6,35.0,7.0,19.0,61,20.33333333333333,F,False,Low,889
Advika,Male,8,27.0,5.0,29.0,61,20.33333333333333,F,False,Low,889
Krishna,Female,12,19.0,13.0,29.0,61,20.33333333333333,F,False,Low,889
Diya,1,2,9.0,9.0,43.0,61,20.33333333333333,F,False,Low,889
Krishna,Female,6,3.0,19.0,39.0,61,20.33333333333333,F,False,Low,889
Ananya,Female,2,26.0,15.0,20.0,61,20.33333333333333,F,False,Low,889
Arjun,Male,12,28.0,9.0,23.0,60,20.0,F,False,Low,893
Ishaan,Male,5,18.0,34.0,7.0,59,19.666666666666668,F,False,Low,894
Ananya,Male,1,9.0,2.0,48.0,59,19.666666666666668,F,False,Low,894
Aarav,1,4,11.0,6.0,41.0,58,19.33333333333333,F,False,Low,896
Krishna,Female,10,33.0,19.0,5.0,57,19.0,F,False,Low,897
Ananya,Male,10,8.0,49.0,0.0,57,19.0,F,False,Low,897
Aryan,Female,4,6.0,25.0,24.0,55,18.33333333333333,F,False,Low,899
Advika,Female,9,35.0,11.0,8.0,54,18.0,F,False,Low,900
Arjun,1,9,3.0,16.0,34.0,53,17.666666666666668,F,False,Low,902
Diya,Male,9,12.0,41.0,0.0,53,17.666666666666668,F,False,Low,902
Arjun,Male,9,9.0,43.0,1.0,53,17.666666666666668,F,False,Low,902
Reyansh,Female,8,37.0,6.0,9.0,52,17.333333333333332,F,False,Low,904
Reyansh,Female,8,26.0,12.0,13.0,51,17.0,F,False,Low,905
Kabir,1,4,11.0,31.0,8.0,50,16.666666666666668,F,False,Low,906
Anika,Male,9,3.0,8.0,36.0,47,15.666666666666666,F,False,Low,907
Aditi,1,3,1.0,26.0,17.0,44,14.666666666666666,F,False,Low,908
Shaurya,Male,3,27.0,3.0,13.0,43,14.333333333333334,F,False,Low,909
Shaurya,Male,7,3.0,23.0,17.0,43,14.333333333333334,F,False,Low,909
Aditi,1,12,33.0,8.0,1.0,42,14.0,F,False,Low,911
Arjun,1,5,13.0,12.0,17.0,42,14.0,F,False,Low,911
Vihaan,Female,11,4.0,4.0,33.0,41,13.666666666666666,F,False,Low,913
Krishna,Male,4,37.0,3.0,0.0,40,13.333333333333334,F,False,Low,914
Aditi,Female,3,18.0,17.0,4.0,39,13.0,F,False,Low,915
Aarav,Female,4,31.0,7.0,1.0,39,13.0,F,False,Low,915
Isha,Male,9,0.0,33.0,5.0,38,12.666666666666666,F,False,Low,917
Vihaan,Female,8,12.0,22.0,2.0,36,12.0,F,False,Low,918
Kabir,Male,5,9.0,16.0,11.0,36,12.0,F,False,Low,918
Kabir,Female,4,12.0,9.0,14.0,35,11.666666666666666,F,False,Low,920
Aarav,Female,10,7.0,13.0,13.0,33,11.0,F,False,Low,921
Navya,Female,6,6.0,13.0,13.0,32,10.666666666666666,F,False,Low,922
Vihaan,Male,2,4.0,9.0,17.0,30,10.0,F,False,Low,923
Advika,Male,6,7.0,10.0,13.0,30,10.0,F,False,Low,923
Myra,Female,10,15.0,2.0,12.0,29,9.666666666666666,F,False,Low,925
Reyansh,Female,1,14.0,5.0,3.0,22,7.333333333333333,F,False,Low,926
Ishaan,Female,2,8.0,2.0,3.0,13,4.333333333333333,F,False,Low,927
